Time_s	F1_Hz	F2_Hz	F3_Hz	F4_Hz	environment
Time_s	F1_Hz	F2_Hz	F3_Hz	F4_Hz	xɔśb_a_xti
3.395542	605.337617	1393.283098	2353.082791	3549.927176
3.401792	649.191577	1459.723420	2414.126979	3599.060464
3.408042	674.933113	1527.398123	2621.877181	3545.621436
3.414292	683.286445	1515.740736	2557.164943	3460.817096
3.420542	693.606199	1509.081580	2541.685009	3454.479891
3.426792	706.970774	1510.863773	2557.830653	3462.314637
3.433042	717.259890	1529.673897	2553.523549	3453.087096
3.439292	719.867664	1530.737191	2609.361312	3492.023085
3.445542	717.681574	1537.552097	2630.028380	3490.871215
3.451792	719.843918	1552.017783	2586.020672	3448.217048
3.458042	724.702627	1556.717134	2577.246769	3404.173425
3.464292	720.061575	1554.936637	2566.064148	3419.948147
3.470542	736.910783	1586.829353	2540.453116	3447.270951
Time_s	F1_Hz	F2_Hz	F3_Hz	F4_Hz	x_ɔ_śbaxti
3.133042	590.487179	922.705010	2634.018317	3452.735590
3.139292	561.192075	931.862705	2640.204824	3458.442509
3.145542	500.811440	1035.176041	2675.013083	3392.536748
3.151792	493.419595	1093.770440	2683.442210	3306.052895
3.158042	494.910539	1196.240306	2656.240911	3223.730024
Time_s	F1_Hz	F2_Hz	F3_Hz	F4_Hz	-_e_-
2.914292	470.635383	1734.358356	2684.608569	4180.337891
2.920542	494.444371	1762.807340	2640.065282	4173.599586
2.926792	506.852543	1784.408494	2612.987561	4001.640458
2.933042	514.211670	1774.543131	2627.061220	3983.729147
2.939292	521.101365	1777.602737	2696.091756	3953.746833
2.945542	529.935099	1784.033820	2697.571503	3936.307411
2.951792	526.942045	1774.229139	2678.882284	3887.756593
2.958042	527.314238	1742.981812	2687.635603	3830.448804
2.964292	532.792107	1720.315275	2676.292911	3798.820066
2.970542	536.175001	1658.905470	2663.762058	3746.369154
2.976792	531.989001	1588.438349	2655.010436	3712.172943
2.983042	526.116537	1555.639451	2681.457085	3733.655014
Time_s	F1_Hz	F2_Hz	F3_Hz	F4_Hz	ehs_a_s
2.687075	564.881553	1344.107298	2786.328789	3883.261694
2.693325	588.065881	1333.475960	2778.685717	3875.192849
2.699575	612.007301	1305.787284	2783.873251	3821.210391
2.705825	621.959851	1278.641081	2780.477020	3732.782102
2.712075	636.294637	1266.614253	2730.834527	3691.031041
2.718325	656.809373	1236.469789	2627.441589	3693.626661
2.724575	653.347246	1219.269524	2639.281445	3699.150363
2.730825	643.442990	1200.700051	2612.940806	3703.294357
2.737075	647.498426	1201.156305	2596.741171	3691.553647
2.743325	647.209758	1203.195479	2585.406890	3688.709106
2.749575	647.011960	1199.532019	2636.050267	3748.385535
2.755825	631.630734	1193.711243	2664.711947	3762.133246
2.762075	630.191387	1212.328814	2616.613145	3745.192248
2.768325	630.367159	1235.695061	2621.136631	3774.322758
2.774575	621.790008	1245.513880	2637.056582	3785.251660
2.780825	619.292503	1257.426403	2625.304314	3812.542771
2.787075	614.091145	1272.241103	2616.897318	3846.371858
2.793325	605.204325	1301.303011	2697.167484	3910.804374
2.799575	583.163447	1270.974030	2782.387870	4010.894285
Time_s	F1_Hz	F2_Hz	F3_Hz	F4_Hz	_e_hsas
2.324575	491.847611	2080.359545	2781.801619	3597.539679
2.330825	470.273375	2095.014545	2763.435113	3601.867881
2.337075	463.935573	2070.238770	2706.331305	3658.876137
2.343325	461.844821	2083.816008	2718.464426	3665.105474
2.349575	459.393402	2089.584699	2735.537231	3726.854465
2.355825	448.812978	2110.744694	2721.284142	3741.989287
2.362075	461.853574	2120.713217	2728.800807	3668.856785
2.368325	482.531892	2082.885479	2742.423065	3634.948119
2.374575	475.929034	2086.010545	2742.484277	3610.430601
2.380825	473.331786	2062.580221	2787.296772	3632.686951
